file,bucket,rule,retail_source_tre
texture/dirt_mediumdark_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirt_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirtblue.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirtblue_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mossydirtblue_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mtns_cracked.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mtns_mud.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mtns_mud_rocky.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mudcrack.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mudcrack_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mudcrack_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_mudcrack_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddamp.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddamp_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampcracks.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampcracks_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampcracks_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampdark.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampdark_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampdark_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_muddampdark_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_redsandy.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_redsandy_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_redsandy_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_riverbottom.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_riverbottom_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_white.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_white_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockmud_white_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockybrown.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockybrown_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockybrown_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_rockybrown_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_sand_cracked.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_earth_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_rocky.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_rocky_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_rocky_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_rocky_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_scorched_tornearth_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_small_rocks.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_small_swamprocks.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock_a1_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock_a2_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smallrock_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smooth.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_smooth_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_swampcrackedsand.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_swampriverbottom.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_swampriverbottom_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_tan_damp.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_tan_damp_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_twiggrass.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_twiggrass_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_twiggrass_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_twiggrass_a3.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yav_cracked.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yavn_shoreline.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yavn_shoreline_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yavn_shoreline_a2.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yellow.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yellow_a1.dds,PARK,terrain-texture,data_texture_01.tre
texture/dirt_yellow_n.dds,PARK,terrain-texture,data_texture_01.tre
texture/env_space_corl.dds,KEEP,space-named,data_sku1_02.tre
texture/env_space_nebula03.dds,KEEP,space-named,data_texture_01.tre
texture/exarkun_intr_dirt.dds,PARK,terrain-texture,data_texture_02.tre
texture/flashspeeder_windshield.dds,PARK,ground-vehicle,patch_11_00.tre
texture/frst_everneedles.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_everneedles_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_everneedles_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_everneedles_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_everneedles_a4.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallenleaves.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a1_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a2_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_a3_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_warm.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_warm_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_warm_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_warm_a3_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/frst_fallleafcover_warm_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/grad_sky_lok.dds,PARK,sky-planet-visual,data_texture_02.tre
texture/grad_sky_nboo.dds,PARK,sky-planet-visual,data_texture_02.tre
texture/grad_sky_nboo_global1.dds,PARK,sky-planet-visual,data_texture_02.tre
texture/grad_sky_rori.dds,PARK,sky-planet-visual,data_texture_02.tre
texture/grievous_booster_2.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/grss_clumpydark.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_clumpydark_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_clumpydark_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_clumpygreen.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_clumpygreen_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_clumpygreen_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_pink.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_pink_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_pink_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_yellow.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_yellow_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dant_yellow_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkforestgrass.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkforestgrass_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkforestgrass_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkforestgrass_a4.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkgreengrass.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkgreengrass_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_darkgreengrass_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dath_mintgreen.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dath_mintgreen_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dath_mintgreen_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_trans.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_trans_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_trans_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_transgreen.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_transgreen_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_dsrt_dry_transgreen_n.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_endr_cliffclumpy.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_endr_cliffclumpy_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_endr_cliffclumpy_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_endr_cliffclumpy_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_lightforestgrass.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_lightforestgrass_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_lightforestgrass_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_lightforestgrass_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dark.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dark_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dark_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkgreen.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkgreen_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkgreen_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkswamp.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkswamp_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_darkswamp_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dry.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dry_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_dry_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_gold.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_gold_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_green.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_green_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_green_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_olive.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_long_yellow.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_med_yellowed.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_med_yellowed_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtns_brown.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtns_flowers.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtns_green.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtns_green_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtns_green_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_mtnscliffdarkgrass.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_ptchjunggrass.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_ptchjunggrass_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_thin.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_thin_a1.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_thin_a2.dds,PARK,terrain-texture,data_texture_02.tre
texture/grss_thin_a3.dds,PARK,terrain-texture,data_texture_02.tre
texture/hum_f_body.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s01.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s02.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s03.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s04.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s05.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s06.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s07.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s08.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s09.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_brow_s10.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_face_mask.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_head.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_lips_s01.dds,PARK,character-texture,data_texture_02.tre
texture/hum_f_mouth.dds,PARK,character-texture,data_texture_02.tre
texture/hum_m_body.dds,PARK,character-texture,data_texture_02.tre
texture/hum_m_facemask.dds,PARK,character-texture,data_texture_02.tre
texture/hum_m_head.dds,PARK,character-texture,data_texture_03.tre
texture/hum_m_mouth.dds,PARK,character-texture,data_texture_03.tre
texture/hutt_fighter_engine_on_s01.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_attach1_s01_pattern02_a_sm.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/hutt_fighter_heavy_attach1_s01_spec_sm.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/hutt_fighter_heavy_body_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_body_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_body_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_body_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_booster_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_booster_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_booster_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_booster_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_engine_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_engine_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_engine_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_engine_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern01_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern01_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern02_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern02_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern03_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern03_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern04_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern04_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern05_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern05_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern06_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern06_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern_ace_a_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_pattern_ace_b_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_struct_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_heavy_wepon_mount_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_body_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_body_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_body_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_body_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_booster_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_booster_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_booster_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_engine_s01_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_engine_s01_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_engine_s02_s.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_engine_s02_s_sm.dds,KEEP,ship-asset,data_sku1_02.tre
texture/hutt_fighter_light_struct_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_light_struct_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_light_struct_s02_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_light_struct_s02_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_body_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_body_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_body_s02_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_body_s02_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_body_view_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_boosters_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_boosters_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_boosters_s02_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_engine_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_engine_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_engine_s02_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_engine_s02_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_missile_pod_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_missile_pod_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_struct_s01_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_struct_s01_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_struct_s02_s.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_fighter_medium_struct_s02_s_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_heavy_cockpit01.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_heavy_cockpit01_cn.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_heavy_cockpit02.dds,KEEP,ship-asset,data_sku1_03.tre
texture/hutt_heavy_cockpit02_cn.dds,KEEP,ship-asset,data_sku1_03.tre
texture/intr_cptl_tatt_wall_a1.dds,PARK,terrain-texture,data_texture_03.tre
texture/intr_cptl_tatt_wall_a2.dds,PARK,terrain-texture,data_texture_03.tre
texture/intr_hotel_blackmarble.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotel_ceiling_a1.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotel_ceiling_a2.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotel_darkmarble.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotel_floor.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotel_floor_a1.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotelwall_a.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotelwall_agreen.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotelwall_ared.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_hotelwall_ayellow.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_tech_ceilingb.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_tech_floor_c.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_tech_floora.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_tech_floorb.dds,PARK,interior-texture,data_texture_03.tre
texture/intr_tech_floorb_n.dds,PARK,interior-texture,data_texture_03.tre
texture/intro_cloud.dds,PARK,intro-texture,data_texture_03.tre
texture/intro_halo.dds,PARK,intro-texture,data_texture_03.tre
texture/intro_planet.dds,PARK,intro-texture,data_texture_03.tre
texture/jedi_fighter_cockpit_1_emis.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jedi_fighter_cockpit_2_emis.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_gun1_s01.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_pod_cn.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_pod_s01.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_pod_s01_color2.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_pod_spec.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/jf1_wing_s01_cn.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/nebula_corl_bottom.dds,KEEP,space-named,data_sku1_03.tre
texture/nebula_corl_bottom_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_endr_top.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_back_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_bottom_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_front_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_left_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_right_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_k_top_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/nebula_yavn_left_sm.dds,KEEP,space-named,data_sku1_06.tre
texture/neutral_detail.dds,PARK,terrain-texture,data_sku1_03.tre
texture/pirate_asteroid_base_lights_sm.dds,KEEP,ship-asset,data_sku1_03.tre
texture/planet_corl_moon_01.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/planet_halo.dds,PARK,sky-planet-visual,data_sku1_03.tre
texture/planet_halo_top.dds,PARK,sky-planet-visual,data_sku1_03.tre
texture/planet_yavin.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/planetoid_mining_rock_s01_dtl_sm.dds,KEEP,ship-asset,patch_sku1_15_00.tre
texture/pln_cloud_naboo.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_corl_cloud.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_corl_tile_base.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_dantooine.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_dathomir.dds,PARK,sky-planet-visual,data_sku1_03.tre
texture/pln_endor_gas_giant.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_endor_tile.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_kashyyyk_tile.dds,PARK,sky-planet-visual,patch_sku1_15_00.tre
texture/pln_naboo_blue.dds,PARK,sky-planet-visual,data_sku1_03.tre
texture/pln_naboo_blue_sm.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_naboo_tile.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_planet_moon_01_sm.dds,PARK,sky-planet-visual,data_sku1_06.tre
texture/pln_tatooine.dds,PARK,sky-planet-visual,data_sku1_03.tre
texture/poi_bramble_sand.dds,PARK,terrain-texture,data_texture_05.tre
texture/poi_rancor_grass.dds,PARK,terrain-texture,data_texture_05.tre
texture/poi_rancor_grass_blend.dds,PARK,terrain-texture,data_texture_05.tre
texture/poi_rancor_grass_n.dds,PARK,terrain-texture,data_texture_05.tre
